,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-15.35297273654348,5.50755921210909,-0.6102978365058591,-16.02849049315415,5.433384800869935,17.53963379107336,11.52476126304692,-0.2924405488408481,-0.2924405488408486
1,-19.444444444444443,-15.35297273654348,2.718256024087032,-1.0369255785111278,-16.02849049315415,2.596530012648225,14.763566878750911,8.753813900262536,-0.2924405488408481,-0.2924405488408486
2,-13.88888888888889,-15.35297273654348,-0.06362197589769897,-1.9087358893374127,-16.02849049315415,-0.2989398515263096,11.989030600851505,5.988955371522364,-0.2924405488408481,-0.2924405488408486
3,-8.333333333333336,-15.35297273654348,-2.8443442453999754,-3.564486355454592,-16.02849049315415,-3.3148737262103385,9.217391217158013,3.2355640867966473,-0.2924405488408481,-0.2924405488408486
4,-2.7777777777777786,-15.35297273654348,-5.5917497332001656,-5.823047239367477,-16.02849049315415,-6.565683930070917,6.451226451542685,0.5036441353255392,-0.2924405488408481,-0.2924405488408486
5,2.7777777777777786,-15.35297273654348,-8.278352641750836,-8.360971398971643,-16.02849049315415,-10.346522289519696,3.695379003396253,-2.1885063971978864,-0.2924405488408481,-0.2924405488408486
6,8.333333333333329,-15.35297273654348,-10.818381796436833,-10.814204530564513,-16.02849049315415,-16.034738216947396,0.958873805709174,-4.808450439390778,-0.2924405488408481,-0.2924405488408486
7,13.888888888888886,-15.35297273654348,-12.905853213230923,-12.911010204001176,-16.02849049315415,,-1.7417225782605903,-7.301902601158109,-0.2924405488408481,-0.2924405488408486
8,19.444444444444443,-15.35297273654348,-14.280067324317736,-14.300438869717398,-16.02849049315415,,-4.376846077265113,-9.586975439673314,-0.2924405488408481,-0.2924405488408486
9,25.0,-15.35297273654348,-14.989130988730782,-14.986591146533708,-16.02849049315415,,-6.896412776608899,-11.560945391363934,-0.2924405488408481,-0.2924405488408486
