,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust"
0,-25.0,-8.642041084950796,5.515207145371763,1.941185164785435,0.3635591383371087,17.570981201723196
1,-19.444444444444443,-8.642041084950796,2.743827260691125,-0.778908287070491,-3.9031138006523154,14.801439932344591
2,-13.88888888888889,-8.642041084950796,0.01136092352388397,-3.3712544705627163,-18.039878904052348,12.041135523156687
3,-8.333333333333336,-8.642041084950796,-2.6914705884930386,-5.704192288499417,,9.292414424426186
4,-2.7777777777777786,-8.642041084950796,-5.141527806310998,-7.46392468800329,,6.571250002408742
5,2.7777777777777786,-8.642041084950796,-7.068418709924398,-8.15693159052718,,3.899404862301878
6,8.333333333333329,-8.642041084950796,-8.056204786297352,-8.535552738049686,,1.3221718587710076
7,13.888888888888886,-8.642041084950796,-8.215418330966301,-8.251961588992081,,-1.0862031754236323
8,19.444444444444443,-8.642041084950796,-8.360072271961629,-7.996700994085327,,-3.2476119887711343
9,25.0,-8.642041084950796,-8.557900249891583,-8.514058982874134,,-5.105062751436932
