,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust"
0,-25.0,-5.516248425955772,5.527025520554587,2.02088529261911,-0.02689496293259737,17.55250288075587
1,-19.444444444444443,-5.516248425955772,2.8064674070779594,-0.5164654760550719,-5.339423847673449,14.788910879713374
2,-13.88888888888889,-5.516248425955772,0.23174842878768087,-2.5869515944386903,,12.039891930738149
3,-8.333333333333336,-5.516248425955772,-2.038461161288715,-4.094061550430223,,9.313769650379806
4,-2.7777777777777786,-5.516248425955772,-3.8362191351855657,-4.93274880833229,,6.6365113076118645
5,2.7777777777777786,-5.516248425955772,-4.884960404106163,-5.323399805392155,,4.038127274778476
6,8.333333333333329,-5.516248425955772,-5.305619290296266,-5.361634648919585,,1.5812848063097058
7,13.888888888888886,-5.516248425955772,-5.464703312477047,-5.384774892628178,,-0.6499892963896912
8,19.444444444444443,-5.516248425955772,-5.562626313582427,-5.499815746814585,,-2.5336812245715623
9,25.0,-5.516248425955772,-5.559798528226095,-5.3835096619655145,,-3.982360519355314
