,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-0.7980541781644876,0.461484589427154,-0.5896796640988645,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
1,-1.5555555555555556,-0.7980541781644876,0.18985476250906175,-0.6230007287946995,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
2,-0.11111111111111116,-0.7980541781644876,-0.06456464739149592,-0.6482586245019116,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
3,1.333333333333333,-0.7980541781644876,-0.2474816877810977,-0.6716898475689301,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
4,2.7777777777777777,-0.7980541781644876,-0.38396313639226554,-0.6910283333591902,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
5,4.222222222222222,-0.7980541781644876,-0.49199002657719587,-0.7117521581225678,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
6,5.666666666666666,-0.7980541781644876,-0.5772581417706967,-0.7259583092588386,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
7,7.111111111111111,-0.7980541781644876,-0.6416244526380923,-0.7460064465343591,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
8,8.555555555555555,-0.7980541781644876,-0.6804407729698527,-0.7578800535923869,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
9,10.0,-0.7980541781644876,-0.7162051094285659,-0.76740483491689,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
