,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-9.569203676084644,-2.810801255625907,-8.43339790167157,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
1,-1.5555555555555556,-9.569203676084644,-3.5099160244969307,-8.652102738531513,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
2,-0.11111111111111116,-9.569203676084644,-4.179575609174727,-8.834851027689744,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
3,1.333333333333333,-9.569203676084644,-4.815341156159923,-8.963188852592577,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
4,2.7777777777777777,-9.569203676084644,-5.437422114643132,-9.084709663215676,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
5,4.222222222222222,-9.569203676084644,-6.042973041999771,-9.172641420423034,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
6,5.666666666666666,-9.569203676084644,-6.617056430325304,-9.25278960276893,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
7,7.111111111111111,-9.569203676084644,-7.125703633691314,-9.323777314276667,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
8,8.555555555555555,-9.569203676084644,-7.581595965661329,-9.364789333182268,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
9,10.0,-9.569203676084644,-7.975554527609061,-9.408306773410509,0.0,0.0,0.0,0.0,-0.29431801760642246,-0.29431801760642246
