,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-30.0,-1.0190477583522375,20.321443384780373,13.991990086839417
1,-27.142857142857142,-1.0190477583522375,18.88418857539921,12.661771992114337
2,-24.285714285714285,-1.0190477583522375,17.45362959713304,11.431919086381159
3,-21.42857142857143,-1.0190477583522375,16.004553747820786,10.183354936079745
4,-18.57142857142857,-1.0190477583522375,14.61647961689585,8.885760567080512
5,-15.714285714285714,-1.0190477583522375,13.179033896674632,7.7002888037689035
6,-12.857142857142858,-1.0190477583522375,11.763717233829995,6.493539549304261
7,-10.0,-1.0190477583522375,10.381627833267329,5.374553292075751
8,-7.142857142857142,-1.0190477583522375,9.028954669031398,4.15488454071617
9,-4.285714285714285,-1.0190477583522375,7.656167280504985,2.919721978670733
10,-1.428571428571427,-1.0190477583522375,6.3813325071273255,1.4419680832826576
11,1.4285714285714306,-1.0190477583522375,5.170534523751798,0.0728656967847941
12,4.285714285714285,-1.0190477583522375,3.9985304186926136,-1.3042803823753901
13,7.142857142857146,-1.0190477583522375,2.980852331926452,-2.6631546019353385
14,10.0,-1.0190477583522375,2.043179534666156,-3.7576122955404436
