,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-8.80968479888075,8.021823856208162,-0.9361630680753773
1,-27.142857142857142,-8.80968479888075,6.591865870584491,-0.9593512200810245
2,-24.285714285714285,-8.80968479888075,5.143587741277075,-1.006441168903138
3,-21.42857142857143,-8.80968479888075,3.749697709925313,-1.0656931603694537
4,-18.57142857142857,-8.80968479888075,2.304301226591617,-1.2735992118600676
5,-15.714285714285714,-8.80968479888075,0.9027641336989203,-1.607625379184833
6,-12.857142857142858,-8.80968479888075,-0.48806680985459694,-2.095093866100704
7,-10.0,-8.80968479888075,-1.863309584460369,-2.7897789916330606
8,-7.142857142857142,-8.80968479888075,-3.1758506593913123,-3.656050844727856
9,-4.285714285714285,-8.80968479888075,-4.423976859638301,-4.639510822880123
10,-1.428571428571427,-8.80968479888075,-5.617163853099875,-5.674452796133247
11,1.4285714285714306,-8.80968479888075,-6.30972769563733,-6.29488796986837
12,4.285714285714285,-8.80968479888075,-7.163795664597225,-7.1640891013001315
13,7.142857142857146,-8.80968479888075,-7.9227858431773255,-7.985905611268449
14,10.0,-8.80968479888075,-8.091681689206911,-8.123767731097335
