,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-30.0,-3.9567423925308582,14.28762935713011,8.498858628205477
1,-27.142857142857142,-3.9567423925308582,12.870734889122662,7.259557261570093
2,-24.285714285714285,-3.9567423925308582,11.638783267200816,6.053649728820847
3,-21.42857142857143,-3.9567423925308582,10.214354222071261,5.4319028510227385
4,-18.57142857142857,-3.9567423925308582,8.61671863683695,4.279896522021649
5,-15.714285714285714,-3.9567423925308582,7.369864256695018,2.95326977035286
6,-12.857142857142858,-3.9567423925308582,5.971258606857431,1.389691947258779
7,-10.0,-3.9567423925308582,4.408030870457034,-0.016675274650505008
8,-7.142857142857142,-3.9567423925308582,3.49008132953563,-1.399024620853894
9,-4.285714285714285,-3.9567423925308582,1.7796799956020235,-2.8225776257617503
10,-1.428571428571427,-3.9567423925308582,0.7191352347575803,-4.278179110044765
11,1.4285714285714306,-3.9567423925308582,-0.45151696865242963,-5.631348899538013
12,4.285714285714285,-3.9567423925308582,-1.4905281262444103,-6.990227460980986
13,7.142857142857146,-3.9567423925308582,-2.5862322664309696,-8.093018749861988
14,10.0,-3.9567423925308582,-2.936007289144684,-9.431174856659549
