,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-17.90544486030879,7.063584266351154,3.5007829933018106
1,-27.142857142857142,-17.90544486030879,5.663523520516748,2.0733479780663733
2,-24.285714285714285,-17.90544486030879,4.237498592950559,0.6320540747458493
3,-21.42857142857143,-17.90544486030879,2.7941422465805816,-0.7783377806310455
4,-18.57142857142857,-17.90544486030879,1.381193877621333,-2.215945456108281
5,-15.714285714285714,-17.90544486030879,-0.06290228042214904,-3.641668079393305
6,-12.857142857142858,-17.90544486030879,-1.4633444152194541,-5.083721784916971
7,-10.0,-17.90544486030879,-2.9040810559633505,-6.486611354330311
8,-7.142857142857142,-17.90544486030879,-4.332384371451809,-7.9191797393065775
9,-4.285714285714285,-17.90544486030879,-5.7557014206379336,-9.3315542386636
10,-1.428571428571427,-17.90544486030879,-7.174062486082347,-10.67607224235755
11,1.4285714285714306,-17.90544486030879,-8.5895149526807,-12.036409092524526
12,4.285714285714285,-17.90544486030879,-9.998923760639485,-13.25310883335934
13,7.142857142857146,-17.90544486030879,-11.367644707720082,-14.449030738117939
14,10.0,-17.90544486030879,-12.646405037223925,-15.45653468948023
