,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-9.267539285310862,5.511353611246976,1.8386819146705666,0.25525576997473787,17.54482514067157,6.505288278971487,-0.9935587143815255,-0.9935587143815255
1,-19.444444444444443,-9.267539285310862,2.7347442519417826,-0.9137558181320294,-4.520795346372279,14.773651838984437,3.8106786965935218,-0.9935587143815255,-0.9935587143815255
2,-13.88888888888889,-9.267539285310862,0.00497472866104607,-3.21023947225832,-22.93489939515071,12.008291135301992,1.1854079693206474,-0.9935587143815255,-0.9935587143815255
3,-8.333333333333336,-9.267539285310862,-2.6530835725437796,-4.206191395066376,,9.255747603859465,-1.2967877587615464,-0.9935587143815255,-0.9935587143815255
4,-2.7777777777777786,-9.267539285310862,-5.08721019415761,-5.685682450451589,,6.523643523423159,-3.582128280523201,-0.9935587143815255,-0.9935587143815255
5,2.7777777777777786,-9.267539285310862,-7.08695221167414,-7.2842173300459105,,3.825979044215124,-5.601628453031758,-0.9935587143815255,-0.9935587143815255
6,8.333333333333329,-9.267539285310862,-8.410669515428049,-8.457114865400946,,1.197367579075901,-7.2190241886680395,-0.9935587143815255,-0.9935587143815255
7,13.888888888888886,-9.267539285310862,-8.737077670360316,-8.729487025401648,,-1.2771165626661374,-8.229208824636267,-0.9935587143815255,-0.9935587143815255
8,19.444444444444443,-9.267539285310862,-9.016734332682915,-9.011166029286322,,-3.5604137401447202,-8.971849034203785,-0.9935587143815255,-0.9935587143815255
9,25.0,-9.267539285310862,-9.302551613234062,-9.3042402323223,,-5.634741054923412,-9.677917680260718,-0.9935587143815255,-0.9935587143815255
