,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-2.12975390130983,5.558792339680528,2.1514623735331675,-2.559709984700695,17.567123201529498,6.812472434356678,-0.6901229395879653,-0.6892690629907119
1,-19.444444444444443,-2.12975390130983,2.950873308069804,-0.017505673087227162,,14.818312666070767,4.367414866640372,-0.6901229395879653,-0.6892690629907119
2,-13.88888888888889,-2.12975390130983,0.6064190938641042,-1.1062480842435614,,12.093411562101668,2.1430340837998725,-0.6901229395879653,-0.6892690629907119
3,-8.333333333333336,-2.12975390130983,-0.9935011071129383,-1.4708458321480133,,9.416142459006153,0.26948977720082157,-0.6901229395879653,-0.6892690629907119
4,-2.7777777777777786,-2.12975390130983,-1.779357060028223,-1.827593542123214,,6.8235353275139445,-1.1796553738883284,-0.6901229395879653,-0.6892690629907119
5,2.7777777777777786,-2.12975390130983,-2.0792719730689093,-2.06920192341076,,4.3741626964232125,-2.2081611073779417,-0.6901229395879653,-0.6892690629907119
6,8.333333333333329,-2.12975390130983,-2.1742459330048,-2.1742464696549404,,2.162250812486678,-2.8546876674886605,-0.6901229395879653,-0.6892690629907119
7,13.888888888888886,-2.12975390130983,-2.1208350524816586,-2.1293266854241595,,0.2946436085469164,-3.2265322021697997,-0.6901229395879653,-0.6892690629907119
8,19.444444444444443,-2.12975390130983,-2.1125663360648295,-2.109184582660694,,-1.1718183714191142,-3.468588163558834,-0.6901229395879653,-0.6892690629907119
9,25.0,-2.12975390130983,-2.126842782598052,-2.1263241168856393,,-2.1813254040155985,-3.5680643708557183,-0.6901229395879653,-0.6892690629907119
