,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-25.0,-14.004253823719477,18.51894872684252,7.457205055803526
1,-20.0,-14.004253823719477,16.04198485816982,5.05711118700626
2,-15.0,-14.004253823719477,13.569127080482048,2.7532856284652887
3,-10.0,-14.004253823719477,11.062585677176319,0.6977007302697633
4,-5.0,-14.004253823719477,8.544631337339062,-0.9583817275762029
5,0.0,-14.004253823719477,6.040388619449656,-1.9629418162463828
6,5.0,-14.004253823719477,3.534665242874801,-2.607316614281217
7,10.0,-14.004253823719477,1.0593228909980599,-3.8738860567094684
8,15.0,-14.004253823719477,-1.4336076770846495,-5.625839871311821
9,20.0,-14.004253823719477,-3.897752538882144,-7.41093691045993
