,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-1.8009947350911062,8.632605293897479,-1.8551472517479,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
1,-1.5555555555555556,-1.8009947350911062,7.908871535480774,-1.8863640400517958,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
2,-0.11111111111111116,-1.8009947350911062,7.207413354985846,-1.9095909687635104,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
3,1.333333333333333,-1.8009947350911062,6.520719665777422,-1.9247444691539273,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
4,2.7777777777777777,-1.8009947350911062,5.801216273582131,-1.9411982234770755,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
5,4.222222222222222,-1.8009947350911062,5.140614669301927,-1.9569028988791266,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
6,5.666666666666666,-1.8009947350911062,4.452979503732509,-1.9615189315019084,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
7,7.111111111111111,-1.8009947350911062,3.7920565142488867,-1.9675467865297849,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
8,8.555555555555555,-1.8009947350911062,3.1721159048654437,-1.9720677556219126,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
9,10.0,-1.8009947350911062,2.551523451008828,-1.9752711387063915,0.0,0.0,0.0,0.0,-1.7527230662454465,-1.7527230662454465
