,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-3.270279069055579,7.707569827733074,4.1268583397197265
1,-24.444444444444443,-3.270279069055579,4.945696206309403,1.5799396049041938
2,-18.88888888888889,-3.270279069055579,2.3109883097636277,-0.6955066999320318
3,-13.333333333333336,-3.270279069055579,-0.08529216532621127,-2.174408306298013
4,-7.777777777777779,-3.270279069055579,-1.8326524567684057,-2.8849862392137715
5,-2.2222222222222214,-3.270279069055579,-2.8225923201217062,-3.1922617469878505
6,3.3333333333333286,-3.270279069055579,-3.145279431086797,-3.212555670107399
7,8.888888888888886,-3.270279069055579,-3.229751370178769,-3.208645844014184
8,14.444444444444443,-3.270279069055579,-3.219547534369371,-3.1555579975350807
9,20.0,-3.270279069055579,-3.29995476747798,-3.2840235794317025
