,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-5.538114015781154,5.5258839933685415,-1.9968536077831196
1,-20.0,-5.538114015781154,3.0771527993837973,-2.079275421113789
2,-15.0,-5.538114015781154,0.7241544737737857,-2.3070635664089743
3,-10.0,-5.538114015781154,-1.4268133978383757,-2.809468682281479
4,-5.0,-5.538114015781154,-3.200679191959968,-3.6280600584672564
5,0.0,-5.538114015781154,-4.4173944244596735,-4.498250976983865
6,5.0,-5.538114015781154,-5.070030602674871,-5.080212480615823
7,10.0,-5.538114015781154,-5.391018441958564,-5.3898453732342055
8,15.0,-5.538114015781154,-5.502490032661625,-5.506348455974233
9,20.0,-5.538114015781154,-5.527927496321592,-5.533440705901949
