,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-14.713547315313985,-0.2594679903958146,-6.855657850787314
1,-20.0,-14.713547315313985,-2.663515861096007,-7.033705927206649
2,-15.0,-14.713547315313985,-5.176185324315362,-7.487195534102113
3,-10.0,-14.713547315313985,-7.5518797675812275,-8.501435004937921
4,-5.0,-14.713547315313985,-9.892093949086856,-10.086506479860143
5,0.0,-14.713547315313985,-11.803445576724991,-11.833316939982968
6,5.0,-14.713547315313985,-13.344095043539042,-13.375669844474164
7,10.0,-14.713547315313985,-14.268805313874394,-14.364171257596146
8,15.0,-14.713547315313985,-14.685171959763718,-14.930679948989166
9,20.0,-14.713547315313985,-14.813150776926483,-14.865596604902107
