,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-17.95277754433301,2.961979342774193,2.969627325142832
1,-20.0,-17.95277754433301,0.448247180622231,0.4401618507935138
2,-15.0,-17.95277754433301,-2.054051525731044,-2.0688036073934937
3,-10.0,-17.95277754433301,-4.5035692468474195,-4.556886524764674
4,-5.0,-17.95277754433301,-7.0294732993359785,-7.0372430286513765
5,0.0,-17.95277754433301,-9.492574061774716,-9.498054410853614
6,5.0,-17.95277754433301,-11.8565589466575,-11.86459810272709
7,10.0,-17.95277754433301,-13.99464940350475,-13.988456336843758
8,15.0,-17.95277754433301,-15.766593000538204,-15.788209078750523
9,20.0,-17.95277754433301,-16.97339555990103,-16.993010100825025
