,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-14.55925421599198,-0.23871554853456656,-6.854848369704367
1,-20.0,-14.55925421599198,-2.6695622952671454,-7.033357771096157
2,-15.0,-14.55925421599198,-5.217467017037269,-7.501447761889826
3,-10.0,-14.55925421599198,-7.582117773933402,-8.525932645181378
4,-5.0,-14.55925421599198,-9.885970105421261,-10.113686998762326
5,0.0,-14.55925421599198,-11.867271548602998,-11.882451743407875
6,5.0,-14.55925421599198,-13.421870149418238,-13.452939842463634
7,10.0,-14.55925421599198,-14.058629134476167,-14.236843126390688
8,15.0,-14.55925421599198,-14.67536778359861,-14.931997166223667
9,20.0,-14.55925421599198,-14.889970330081752,-15.1674341591037
