,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-8.704112161685702,5.518984984713318,5.5127739449290925
1,-20.0,-8.704112161685702,3.019987360498378,3.0222970414523735
2,-15.0,-8.704112161685702,0.5617764472996316,0.5350618264957898
3,-10.0,-8.704112161685702,-1.8788831635757486,-1.8714435181456035
4,-5.0,-8.704112161685702,-4.202306920409444,-4.208962626826139
5,0.0,-8.704112161685702,-6.152725381111873,-6.1259897035054
6,5.0,-8.704112161685702,-7.597057465847875,-7.577636887274034
7,10.0,-8.704112161685702,-8.217721367023481,-8.21678930755494
8,15.0,-8.704112161685702,-8.535668661597004,-8.530557185502184
9,20.0,-8.704112161685702,-8.566190912180877,-8.564144317378812
