,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-2.895454853757895,8.331109438733543,6.498836843014567,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
1,-19.444444444444443,-2.895454853757895,5.377690872275812,3.775851749641748,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
2,-13.88888888888889,-2.895454853757895,3.004683865529949,1.2779472491677102,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
3,-8.333333333333336,-2.895454853757895,0.7062354164292182,-0.8092120962844334,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
4,-2.7777777777777786,-2.895454853757895,-1.1818166975950553,-2.1835341591178112,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
5,2.7777777777777786,-2.895454853757895,-2.1887194997272226,-2.628575805929849,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
6,8.333333333333329,-2.895454853757895,-2.859322278496914,-2.941224130449644,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
7,13.888888888888886,-2.895454853757895,-2.7390597260887994,-2.8244408034510777,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
8,19.444444444444443,-2.895454853757895,-2.788344749571932,-2.725236882498863,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
9,25.0,-2.895454853757895,-2.8476732416330144,-2.844795837799148,0.0,0.0,0.0,0.0,-1.7527230662454474,-1.7527230662454465
