,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-7.4103224047469185,7.230045024773331,6.478706184718108,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
1,-19.444444444444443,-7.4103224047469185,4.597667672990307,3.6669545419195027,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
2,-13.88888888888889,-7.4103224047469185,2.027759119851214,0.960109923885168,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
3,-8.333333333333336,-7.4103224047469185,-0.7869633195704528,-1.6800804577512487,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
4,-2.7777777777777786,-7.4103224047469185,-3.5613784526120575,-4.0753680962819825,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
5,2.7777777777777786,-7.4103224047469185,-5.339990374931066,-5.974312403146335,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
6,8.333333333333329,-7.4103224047469185,-6.572431253351347,-6.968712227109961,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
7,13.888888888888886,-7.4103224047469185,-7.103737060642425,-7.356044716652392,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
8,19.444444444444443,-7.4103224047469185,-7.137378132204518,-7.415904034877223,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
9,25.0,-7.4103224047469185,-7.296995686109681,-7.446927907101078,0.0,0.0,0.0,0.0,-0.9935587143815255,-0.9935587143815255
