,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust",y Train Avg,y Test Avg
0,-25.0,-2.141771850225314,5.550808306996008,5.598560355978181,4.534327557821914,11.675627291976156,-2.255140518769849e-16,-2.220446049250313e-16
1,-19.444444444444443,-2.141771850225314,2.9865973053033845,3.0037267576485203,0.6875460499145475,9.036910565049999,-2.255140518769849e-16,-2.220446049250313e-16
2,-13.88888888888889,-2.141771850225314,0.7373574597878886,0.7195765067002762,-4.546070231157112,6.5064732885887615,-2.255140518769849e-16,-2.220446049250313e-16
3,-8.333333333333336,-2.141771850225314,-0.8658663659440226,-0.8489081881158518,,4.163290878248908,-2.255140518769849e-16,-2.220446049250313e-16
4,-2.7777777777777786,-2.141771850225314,-1.5903364676044713,-1.5870030996572564,,2.1163733884282228,-2.255140518769849e-16,-2.220446049250313e-16
5,2.7777777777777786,-2.141771850225314,-1.880420868634687,-1.8784731194143287,,0.46416449652365166,-2.255140518769849e-16,-2.220446049250313e-16
6,8.333333333333329,-2.141771850225314,-2.0677306170001124,-2.0682384875801585,,-0.8141071430983042,-2.255140518769849e-16,-2.220446049250313e-16
7,13.888888888888886,-2.141771850225314,-2.1306184271465503,-2.1318468729894953,,-1.5938894395493632,-2.255140518769849e-16,-2.220446049250313e-16
8,19.444444444444443,-2.141771850225314,-2.099947812387893,-2.1019605184376107,,-2.1004399480724145,-2.255140518769849e-16,-2.220446049250313e-16
9,25.0,-2.141771850225314,-2.1184697829111525,-2.1202143865274286,,-2.426323718662638,-2.255140518769849e-16,-2.220446049250313e-16
