,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust",y Train Avg,y Test Avg
0,-25.0,-8.693149770146327,5.490516395608957,5.496570942186752,4.919063950096147,11.555143738060503,-5.0306980803327406e-17,-3.8163916471489756e-17
1,-19.444444444444443,-8.693149770146327,2.7146365238387844,2.757538413377893,1.582222930395566,8.8148735740587,-5.0306980803327406e-17,-3.8163916471489756e-17
2,-13.88888888888889,-8.693149770146327,-0.01674911065704911,-0.01416950463837949,-2.1913795521510737,6.099071826482611,-5.0306980803327406e-17,-3.8163916471489756e-17
3,-8.333333333333336,-8.693149770146327,-2.693634803077411,-2.696242455938588,-9.924873998884587,3.4438193446566583,-5.0306980803327406e-17,-3.8163916471489756e-17
4,-2.7777777777777786,-8.693149770146327,-5.178029013288668,-5.175796258469173,,0.8749870708376323,-5.0306980803327406e-17,-3.8163916471489756e-17
5,2.7777777777777786,-8.693149770146327,-7.0717503857875395,-7.060915786470047,,-1.5208335769772305,-5.0306980803327406e-17,-3.8163916471489756e-17
6,8.333333333333329,-8.693149770146327,-8.122915413673352,-8.11763724218777,,-3.6615229864054024,-5.0306980803327406e-17,-3.8163916471489756e-17
7,13.888888888888886,-8.693149770146327,-8.714678581945389,-8.719924216019926,,-5.49024515194268,-5.0306980803327406e-17,-3.8163916471489756e-17
8,19.444444444444443,-8.693149770146327,-8.697108638509649,-8.701576820938683,,-6.764004041239911,-5.0306980803327406e-17,-3.8163916471489756e-17
9,25.0,-8.693149770146327,-8.667356915769293,-8.682144019493597,,-7.617049297992868,-5.0306980803327406e-17,-3.8163916471489756e-17
