,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust"
0,-25.0,-8.752320419528361,5.5192284435318015,5.527681959425205,4.978214971757253,17.568635359900558
1,-19.444444444444443,-8.752320419528361,2.717419126855239,2.7581436226732885,1.609707063882183,14.799800918787698
2,-13.88888888888889,-8.752320419528361,0.004568239503772567,-0.010654417256192228,-2.678191772684994,12.038216186020826
3,-8.333333333333336,-8.752320419528361,-2.672385990595224,-2.654833902186768,-8.462863392870654,9.290759787779008
4,-2.7777777777777786,-8.752320419528361,-5.12758001325442,-5.144176223954389,,6.568084409041681
5,2.7777777777777786,-8.752320419528361,-7.086842091792468,-7.098970635726643,,3.898110295158394
6,8.333333333333329,-8.752320419528361,-8.082319672968826,-8.09202845438946,,1.3218490436457855
7,13.888888888888886,-8.752320419528361,-8.526505872363323,-8.523316753783384,,-1.1166121257494275
8,19.444444444444443,-8.752320419528361,-8.679954674831201,-8.678767996846894,,-3.3075828719390357
9,25.0,-8.752320419528361,-8.768923532020661,-8.770909108607675,,-5.1262533534990276
