,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust"
0,-25.0,-5.246416533850829,5.535597811230817,-1.8014008057265225,4.787147758639685,17.54996386332737
1,-19.444444444444443,-5.246416533850829,2.831042987646175,-1.907519007766755,1.3753645112045114,14.78746928038117
2,-13.88888888888889,-5.246416533850829,0.26424083265348375,-1.8744730106762988,-3.0618747838673666,12.036839617765722
3,-8.333333333333336,-5.246416533850829,-1.9963398985992364,-2.63412458914022,-15.983248878180031,9.311666245220843
4,-2.7777777777777786,-5.246416533850829,-3.718742568904444,-3.849058353423171,,6.633575494718345
5,2.7777777777777786,-5.246416533850829,-4.634712350197937,-4.629496596808822,,4.02969182934625
6,8.333333333333329,-5.246416533850829,-5.111141258291674,-5.11139858029917,,1.5796211742394959
7,13.888888888888886,-5.246416533850829,-5.352029561483999,-5.354205401174451,,-0.6578497926950345
8,19.444444444444443,-5.246416533850829,-5.2638542127987344,-5.270054382440027,,-2.5462841254021784
9,25.0,-5.246416533850829,-5.283636525467981,-5.297219605197484,,-4.033146160153727
