,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-25.0,-2.0657323130369107,18.634556675705653,12.492978107197612
1,-19.444444444444443,-2.0657323130369107,15.857736369161735,9.741455678840381
2,-13.88888888888889,-2.0657323130369107,13.079310953758691,6.985580820829055
3,-8.333333333333336,-2.0657323130369107,10.326969513612179,4.3834074386741975
4,-2.7777777777777786,-2.0657323130369107,7.555105084403144,2.081375354049457
5,2.7777777777777786,-2.0657323130369107,4.847584086409665,0.24925865086524435
6,8.333333333333329,-2.0657323130369107,2.311197437837837,-1.061601625101411
7,13.888888888888886,-2.0657323130369107,0.12645315745520494,-1.815915425616939
8,19.444444444444443,-2.0657323130369107,-1.240969238822096,-2.0981741826996982
9,25.0,-2.0657323130369107,-1.96192374356978,-2.069919614030535
