,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-1.0455080097041556,3.2893965942431524,-0.7430103211625694,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
1,-1.5555555555555556,-1.0455080097041556,2.713612281171489,-0.8153692719632171,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
2,-0.11111111111111116,-1.0455080097041556,2.1250987289956593,-0.8740963908584132,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
3,1.333333333333333,-1.0455080097041556,1.6412807623568124,-0.9106105411370208,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
4,2.7777777777777777,-1.0455080097041556,1.114209322559188,-0.9657186371006744,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
5,4.222222222222222,-1.0455080097041556,0.7341129563849024,-0.9889898927161788,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
6,5.666666666666666,-1.0455080097041556,0.35621346754376393,-1.0073672901640325,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
7,7.111111111111111,-1.0455080097041556,0.043652409921514077,-1.0215214165871431,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
8,8.555555555555555,-1.0455080097041556,-0.2032699647864747,-1.0436668255904396,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
9,10.0,-1.0455080097041556,-0.40804528539795765,-1.0469569049346787,0.0,0.0,0.0,0.0,-0.6901424089823169,-0.6894442594214307
