,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-3.193756368439082,8.992872384545183,5.422713902019451
1,-27.142857142857142,-3.193756368439082,7.5680543395568325,4.034730753657947
2,-24.285714285714285,-3.193756368439082,6.148920340537803,2.671195816477605
3,-21.42857142857143,-3.193756368439082,4.746482763550301,1.3841375131064857
4,-18.57142857142857,-3.193756368439082,3.3674762349555727,0.18220903944935568
5,-15.714285714285714,-3.193756368439082,2.043990460806327,-0.8215373847979068
6,-12.857142857142858,-3.193756368439082,0.7805295355500876,-1.68389392003348
7,-10.0,-3.193756368439082,-0.3433231874122904,-2.268019108582861
8,-7.142857142857142,-3.193756368439082,-1.2912022118308188,-2.644678057155096
9,-4.285714285714285,-3.193756368439082,-2.0098707041549457,-2.8633777734759596
10,-1.428571428571427,-3.193756368439082,-2.5108584415006607,-3.0465001313731364
11,1.4285714285714306,-3.193756368439082,-2.834015665810945,-3.149333839935888
12,4.285714285714285,-3.193756368439082,-2.9649645752955993,-3.0649807930703874
13,7.142857142857146,-3.193756368439082,-3.0918786689929134,-3.1281279720838024
14,10.0,-3.193756368439082,-3.2016731202327082,-3.1550550168434577
