,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-10.302845630597218,13.796254335858393,10.083000154149701
1,-24.444444444444443,-10.302845630597218,10.770539295135183,7.344555741130817
2,-18.88888888888889,-10.302845630597218,8.609084121561594,4.5701354261067415
3,-13.333333333333336,-10.302845630597218,5.422854788876927,1.7560191771374176
4,-7.777777777777779,-10.302845630597218,2.943008792066223,-0.9861156579045687
5,-2.2222222222222214,-10.302845630597218,-0.03173154224859894,-3.6880788742958575
6,3.3333333333333286,-10.302845630597218,-2.5128921264653723,-6.217366830078874
7,8.888888888888886,-10.302845630597218,-5.226209318370499,-8.296364827069597
8,14.444444444444443,-10.302845630597218,-7.49727665679621,-9.581734873741981
9,20.0,-10.302845630597218,-9.0879354561317,-10.197083890686557
