,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-30.0,-2.460298650595037,26.63856734522421,20.495732611750526
1,-24.444444444444443,-2.460298650595037,23.866418067939847,17.715724897917845
2,-18.88888888888889,-2.460298650595037,21.091838718756776,14.94041319354453
3,-13.333333333333336,-2.460298650595037,18.31032463530676,12.161491367335255
4,-7.777777777777779,-2.460298650595037,15.533736863291551,9.392374930501564
5,-2.2222222222222214,-2.460298650595037,12.74957519214987,6.683345741474799
6,3.3333333333333286,-2.460298650595037,9.986894484711843,4.08199095790602
7,8.888888888888886,-2.460298650595037,7.237649363739149,1.8111298281035484
8,14.444444444444443,-2.460298650595037,4.57158574442367,0.22100974521354994
9,20.0,-2.460298650595037,2.1315989077915525,-0.6526407900760566
