,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,17.675739903986134,33.850315657146616,33.87229842263552
1,-24.444444444444443,17.675739903986134,31.0698370745143,31.06129413562343
2,-18.88888888888889,17.675739903986134,28.281543738171603,28.30429979997071
3,-13.333333333333336,17.675739903986134,25.56639309182861,25.562282184797795
4,-7.777777777777779,17.675739903986134,22.938678557771105,22.94407203954136
5,-2.2222222222222214,17.675739903986134,20.58676223943635,20.609795595570283
6,3.3333333333333286,17.675739903986134,18.924650003425107,18.88499324763548
7,8.888888888888886,17.675739903986134,18.034806088998234,18.045397377667502
8,14.444444444444443,17.675739903986134,17.736031685072433,17.738585549091038
9,20.0,17.675739903986134,17.708353404987083,17.703637397503044
