,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-7.464443480951784,6.520282326651708,6.494208703966003
1,-20.0,-7.464443480951784,4.01261294378994,4.003435916818054
2,-15.0,-7.464443480951784,1.5202628326518497,1.5332546741545037
3,-10.0,-7.464443480951784,-0.8696318884091513,-0.8992318398793
4,-5.0,-7.464443480951784,-3.1922117538737584,-3.1882346405281625
5,0.0,-7.464443480951784,-5.1062674304064775,-5.095660879454896
6,5.0,-7.464443480951784,-6.44785232062387,-6.430655730872448
7,10.0,-7.464443480951784,-7.123897311141092,-7.125357892131192
8,15.0,-7.464443480951784,-7.418197688652224,-7.423817527544272
9,20.0,-7.464443480951784,-7.432925098751891,-7.43087178417971
