,SNR,"GEM, Noiseless","GEM, Prior","GEM, Robust"
0,-40.0,0.20114687749436144,12.080213417398324,2.040150525084144
1,-32.77777777777778,0.19801491168609955,6.259447805753184,0.9338603535695126
2,-25.555555555555557,0.20636354855826897,2.380694513150199,0.45171287142106253
3,-18.333333333333332,0.19828416940751153,1.056946966943683,0.27986060500807064
4,-11.11111111111111,0.2055430292099378,0.5137170506351763,0.21271681028228953
5,-3.8888888888888857,0.2200971809362531,0.2996248694343679,0.22833111171896028
6,3.3333333333333357,0.24677333706922375,0.2738988494546045,0.2504053845987119
7,10.555555555555557,0.21385907699959772,0.2322853895253233,0.21809106460434205
8,17.77777777777778,0.2214710724330839,0.23755069591246764,0.21870478732338997
9,25.0,0.2065965517364647,0.2128003965704344,0.20222044460122282
