,SNR,"BEM, Noiseless","BEM, Prior","BEM, Robust"
0,-40.0,0.20847904267164608,10.398743469784575,2.1309779973670113
1,-32.77777777777778,0.19642248664356723,4.477507516600892,0.9431384276884864
2,-25.555555555555557,0.2034815979192309,1.8658875170135758,0.4691664355390247
3,-18.333333333333332,0.20159243875200325,0.8722401689887814,0.28511820667381754
4,-11.11111111111111,0.21951868128833796,0.4296958584536671,0.2539757233087358
5,-3.8888888888888857,0.19890411436061511,0.26185071272689864,0.21209690142632556
6,3.3333333333333357,0.22710397510596275,0.2360605602251905,0.2446091425591224
7,10.555555555555557,0.21808864707372774,0.22072975988545035,0.23716210049636655
8,17.77777777777778,0.21359378988288835,0.21464329381741168,0.21862246010116998
9,25.0,0.20459677245128752,0.20456708898815296,0.21878630716736439
