,SNR,"LR, Noiseless","LR, Prior","LR, Robust"
0,-40.0,99.13460652576293,1905.3306647950844,163.06958751517433
1,-32.77777777777778,97.75798156319149,1015.7890406640498,144.3674612847948
2,-25.555555555555557,93.12370853266508,386.62329151459346,119.95801051900735
3,-18.333333333333332,97.80007147517301,187.3807527440446,108.42493170683926
4,-11.11111111111111,101.92394070649313,121.71180556800067,106.28239466504144
5,-3.8888888888888857,97.650732792985,100.7280349704207,97.2956036619721
6,3.3333333333333357,100.495812374399,100.0226177118384,100.00507643533504
7,10.555555555555557,96.54248154254861,96.23809422783437,94.66681834613517
8,17.77777777777778,98.25038335734168,95.35942534808954,94.98509525464245
9,25.0,100.4755001099058,103.09659407844029,97.22805406222098
