,SNR,"BEM, Noiseless","BEM, Prior","BEM, Robust"
0,-40.0,100.50723860852331,1585.7066133598978,337.9965862854341
1,-32.77777777777778,100.73488887570858,690.9678441546922,167.7161751961253
2,-25.555555555555557,96.09686052844442,320.2422110785355,123.43499094412515
3,-18.333333333333332,99.44541273239028,163.71822946440307,114.50818773011787
4,-11.11111111111111,99.0487812262752,112.85518136765246,108.59955348121011
5,-3.8888888888888857,96.4144367866577,100.91490003575389,102.8170946252036
6,3.3333333333333357,101.33317939703666,102.31287136334649,107.01178386760144
7,10.555555555555557,96.53697508406094,96.5554655800412,106.32933666886616
8,17.77777777777778,99.57077295372359,99.7398045107962,99.63228932691008
9,25.0,98.5903471286721,98.570604878157,101.31645483424576
