,SNR,"GEM, Noiseless","GEM, Prior","GEM, Robust"
0,-40.0,96.3259401170481,1846.1589507241695,340.68505739555223
1,-32.77777777777778,95.92527443698962,816.6239780942211,174.76689038235514
2,-25.555555555555557,99.98401003578734,289.8879926385479,128.03095830596106
3,-18.333333333333332,101.55639539206392,175.1447268652125,112.28318246286979
4,-11.11111111111111,96.55842127981722,120.83131065201387,102.89746726260611
5,-3.8888888888888857,96.68667214933494,104.16709464559429,96.80706894456893
6,3.3333333333333357,97.49271666489086,99.7033883767311,101.24940867996378
7,10.555555555555557,97.99236705200948,99.72902786106,101.58545452157367
8,17.77777777777778,96.31694951664379,96.49263359878354,96.383320051815
9,25.0,100.90741564424833,107.73124771893161,102.23787127447882
