,SNR,"BEM, Noiseless","BEM, Prior","BEM, Robust"
0,-40.0,0.7275750794540361,8.933366711272443,1.9443516323190342
1,-32.77777777777778,0.7328361184740192,3.906414937355585,1.0931550645306936
2,-25.555555555555557,0.7363273136803213,1.8873842107415157,0.8330233896697411
3,-18.333333333333332,0.7433969008817017,1.0510507514361307,0.77858130796241
4,-11.11111111111111,0.7296460030444899,0.8036530127222032,0.7472036985441508
5,-3.8888888888888857,0.7448501214502101,0.7547569777014417,0.7738831844102999
6,3.3333333333333357,0.7339522859200514,0.7359398185156355,0.756658642435347
7,10.555555555555557,0.7447787709619802,0.7454460958215762,0.753623486832391
8,17.77777777777778,0.7293454833033954,0.7297589599111619,0.7444590128005715
9,25.0,0.7292190376922114,0.7292489038431588,0.7470642840113783
