,SNR,"GEM, Noiseless","GEM, Prior","GEM, Robust"
0,-40.0,0.10990063947119304,6.268922338072569,1.123096561013358
1,-32.77777777777778,0.10974326777567563,2.406806330324032,0.49348336231489415
2,-25.555555555555557,0.10858275966906294,1.1822834470779486,0.24339642259711594
3,-18.333333333333332,0.11559635989726652,0.6617151145740843,0.14868013899679328
4,-11.11111111111111,0.11298021149608387,0.22507283292155808,0.12209914279393301
5,-3.8888888888888857,0.1157444253632609,0.14695941646728233,0.12111551322208552
6,3.3333333333333357,0.11608051383134287,0.13529977827692954,0.11768757386189128
7,10.555555555555557,0.10745993853755025,0.10931704167144003,0.10989263517329127
8,17.77777777777778,0.11382687281559518,0.11681068276318723,0.11483093173798213
9,25.0,0.11404384387284602,0.11516895242861219,0.11630022803385469
