,SNR,"LR, Noiseless","LR, Prior","LR, Robust"
0,-40.0,0.1829372417210173,14.412168393838959,0.894434871321967
1,-32.77777777777778,0.18318328988954566,5.362503980575358,0.6724803508534326
2,-25.555555555555557,0.17799735007909226,2.217298124899165,0.4074054184990988
3,-18.333333333333332,0.18925350528439597,1.0669090001047303,0.26434870084822765
4,-11.11111111111111,0.18342312926081183,0.6074500419777089,0.20264845616043145
5,-3.8888888888888857,0.19931972467254574,0.32476947583867477,0.19915790100452832
6,3.3333333333333357,0.18553461736402643,0.21158352309274026,0.19529177275317844
7,10.555555555555557,0.18962591115517963,0.1948522071425747,0.18351810425140205
8,17.77777777777778,0.17796190128003245,0.18240219172104638,0.17664879799747502
9,25.0,0.17695698539837665,0.18039137306030487,0.17863492446907803
