,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-4.32158329706572,6.7061315057983535,3.231183748230915
1,-24.444444444444443,-4.32158329706572,3.9842196029419643,0.5672604317477865
2,-18.88888888888889,-4.32158329706572,1.2952724691858855,-1.673105554869162
3,-13.333333333333336,-4.32158329706572,-1.1263982221794016,-3.1877316469975243
4,-7.777777777777779,-4.32158329706572,-2.9075023002938547,-3.90605179353631
5,-2.2222222222222214,-4.32158329706572,-3.7877978350925763,-4.1193189552281995
6,3.3333333333333286,-4.32158329706572,-4.263485272212734,-4.324908712278048
7,8.888888888888886,-4.32158329706572,-4.251176107796416,-4.185321923917799
8,14.444444444444443,-4.32158329706572,-4.318709080090465,-4.34836454061773
9,20.0,-4.32158329706572,-4.367102461274746,-4.158042598524422
