,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-13.612513943643563,4.204454465427968,-2.4252545389441584
1,-24.444444444444443,-13.612513943643563,1.3985539529013955,-3.065020289192538
2,-18.88888888888889,-13.612513943643563,-1.388774852448567,-5.432856726570568
3,-13.333333333333336,-13.612513943643563,-4.128389158027033,-7.766063266237122
4,-7.777777777777779,-13.612513943643563,-6.769548734500935,-9.933144463163394
5,-2.2222222222222214,-13.612513943643563,-9.198605287629157,-11.737444593118438
6,3.3333333333333286,-13.612513943643563,-11.188066297147628,-12.816608551008986
7,8.888888888888886,-13.612513943643563,-12.53529248872635,-13.397735046365318
8,14.444444444444443,-13.612513943643563,-13.141263478348522,-13.466343669805344
9,20.0,-13.612513943643563,-13.482944562492019,-13.725105038834666
