,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-30.0,-2.5467383607339062,18.05876121965075,15.233204167867145
1,-24.444444444444443,-2.5467383607339062,15.290829649263724,12.383790973233936
2,-18.88888888888889,-2.5467383607339062,12.424340671129286,8.246205477922244
3,-13.333333333333336,-2.5467383607339062,9.616799622540903,5.414421817535338
4,-7.777777777777779,-2.5467383607339062,6.971471264082299,0.07871535763055817
5,-2.2222222222222214,-2.5467383607339062,4.2393453804255605,-0.29183059243192483
6,3.3333333333333286,-2.5467383607339062,1.8424450549886198,-1.0049686248516452
7,8.888888888888886,-2.5467383607339062,0.6942231042005138,-1.5203087388812682
8,14.444444444444443,-2.5467383607339062,-1.1125149692781529,-2.001671403636545
9,20.0,-2.5467383607339062,-1.8689542131056642,-2.3091759518067043
