,SNR,"LR, Noiseless","LR, Prior","LR, Robust"
0,-40.0,0.16206626055017745,7.276143680196923,0.6765307829777404
1,-32.77777777777778,0.1553689246914193,3.2223393015098063,0.4558032604207079
2,-25.555555555555557,0.16395632068395563,1.2552087142621415,0.25419003040478144
3,-18.333333333333332,0.16052255684467998,0.4877241543151875,0.18709912983586358
4,-11.11111111111111,0.16146343695968415,0.32515516863722077,0.1678315176856849
5,-3.8888888888888857,0.1486701588333594,0.19080983496560525,0.15229819155329768
6,3.3333333333333357,0.15872360559652865,0.16236067013828875,0.16006347145936614
7,10.555555555555557,0.1578301765558544,0.15989494431669024,0.15997975611927534
8,17.77777777777778,0.16862415348153664,0.17062821531695782,0.1704398103166984
9,25.0,0.1549963456314858,0.15410255362292796,0.15632173456132983
