,SNR,"BEM, Noiseless","BEM, Prior","BEM, Robust"
0,-40.0,60.39984573320516,758.1277533977468,159.27152127438163
1,-32.77777777777778,62.21415056818368,327.3402389602693,91.56751781636333
2,-25.555555555555557,65.14047977954782,160.7419451016083,75.61603672183382
3,-18.333333333333332,59.74609215579699,85.29347943575604,68.07765048718517
4,-11.11111111111111,64.29150229924359,70.90474379037815,63.53110714691244
5,-3.8888888888888857,60.34096429245699,61.84001268368501,65.5510533646659
6,3.3333333333333357,62.004693361499925,62.68617749312409,63.47619152164426
7,10.555555555555557,65.82897553519425,65.60918616460194,71.28391629073738
8,17.77777777777778,64.99741979421356,64.97908295203847,65.27137425987661
9,25.0,62.03416350280497,62.07996141288676,64.43581776214435
