,SNR,"LR, Noiseless","LR, Prior","LR, Robust"
0,-40.0,61.82003990515646,923.7479830340333,137.3593929931992
1,-32.77777777777778,60.28124241187084,270.5044106351591,89.24922381856017
2,-25.555555555555557,60.679033569969015,145.85373849521886,72.91334808078666
3,-18.333333333333332,61.52107735937358,97.48303264870174,64.58426258445525
4,-11.11111111111111,61.565277801430696,79.01080601112862,64.92983444274078
5,-3.8888888888888857,63.25057047428036,66.39443177882191,63.93261186999856
6,3.3333333333333357,60.90451912448732,61.550646202218566,63.723509145088315
7,10.555555555555557,63.83437684869155,64.08907289024206,64.28920788698427
8,17.77777777777778,62.77394827142859,62.7106602357855,62.34618819927343
9,25.0,60.25220834446011,62.037373984468346,60.176948448258905
