,SNR,"BEM, Noiseless","BEM, Prior","BEM, Robust"
0,-40.0,0.21836904569474072,10.948598142746064,2.046427115225328
1,-32.77777777777778,0.21457301268774537,4.4787985079201995,0.9702565731110315
2,-25.555555555555557,0.24984834242588722,1.9620776283123584,0.5119199388880222
3,-18.333333333333332,0.20895289779932627,0.8998551281950997,0.2900338861446859
4,-11.11111111111111,0.20654843865730824,0.4250479301587616,0.2290732968457766
5,-3.8888888888888857,0.2110885843866731,0.2640554754004051,0.2272862046726702
6,3.3333333333333357,0.22478983901995656,0.23496498051665507,0.2394977363218269
7,10.555555555555557,0.22824286563746407,0.2281442456779371,0.24458066238180656
8,17.77777777777778,0.21749306420397221,0.21771027271002835,0.23218423326467358
9,25.0,0.19801436288362673,0.1982951040666059,0.20367945462042802
