,SNR,"LR, Noiseless","LR, Prior","LR, Robust"
0,-40.0,0.22252366150964806,13.699856928330796,0.91715997829868
1,-32.77777777777778,0.21833443163437713,4.6329554778309054,0.7077815522915919
2,-25.555555555555557,0.22914046395024923,2.1894861698000345,0.43238728548589644
3,-18.333333333333332,0.20320241241696485,1.4584311913338603,0.28179390472382315
4,-11.11111111111111,0.21535285155284933,0.42408937305923716,0.22680874455653052
5,-3.8888888888888857,0.22144142042731932,0.27391558158829127,0.2272000254260651
6,3.3333333333333357,0.2115830436538409,0.23494117783506993,0.2105165942393716
7,10.555555555555557,0.22742446095446187,0.23112142317501258,0.2295945501000494
8,17.77777777777778,0.2213534847942084,0.22296916583305895,0.21771866866580458
9,25.0,0.20462797029107288,0.20847081991935967,0.20315522547743237
