,SNR,"BEM, Noiseless","BEM, Prior","BEM, Robust"
0,-40.0,0.7275750794540361,8.974670637846307,1.9820491444419697
1,-32.77777777777778,0.7328361184740192,4.0301054128327225,1.1059039463666551
2,-25.555555555555557,0.7363273136803213,1.8348111697703473,0.836453723677315
3,-18.333333333333332,0.7433969008817017,1.0544690897679099,0.7780786137897485
4,-11.11111111111111,0.7296460030444899,0.7904260757033038,0.7459201092554072
5,-3.8888888888888857,0.7448501214502101,0.7594284151908863,0.7742717680389216
6,3.3333333333333357,0.7339522859200514,0.7367656882345637,0.7565030389099552
7,10.555555555555557,0.7447787709619802,0.745629462636693,0.7535226782171972
8,17.77777777777778,0.7293454833033954,0.7296125096293544,0.744497518979137
9,25.0,0.7292190376922114,0.7292353038090925,0.7470799601249607
