,SNR,"GEM, Noiseless","GEM, Prior","GEM, Robust"
0,-40.0,0.7306912030479963,11.831977920303004,1.9663456289260381
1,-32.77777777777778,0.7422841216921089,4.67473607442512,1.0949249411656665
2,-25.555555555555557,0.74062649264448,2.1411016631165305,0.8325891084521582
3,-18.333333333333332,0.7349804012812821,0.8652479878470339,0.7705928069907779
4,-11.11111111111111,0.7343697648469696,0.8441017404163379,0.7553291402313076
5,-3.8888888888888857,0.7331656814853187,0.7659942564194645,0.7449490394320843
6,3.3333333333333357,0.7482727301951764,0.7572171153884414,0.7575672798174261
7,10.555555555555557,0.7369936510334217,0.7376684528648005,0.7472310127859939
8,17.77777777777778,0.7307752930133325,0.7318060345926691,0.7332629704344443
9,25.0,0.7347469188420785,0.7369007004991853,0.7355294679343237
