,SNR,"GEM, Noiseless","GEM, Prior","GEM, Robust"
0,-40.0,99.32319121521465,1759.4609053321858,327.14354983744386
1,-32.77777777777778,97.80399997801437,770.8998877552502,165.83830714729882
2,-25.555555555555557,99.04461414633082,254.8776067422286,122.5429492302196
3,-18.333333333333332,97.80097217240889,195.84876281357805,107.64235911402365
4,-11.11111111111111,95.86979437457971,114.31103341695814,99.03609968635472
5,-3.8888888888888857,96.02660650412912,100.17641022584856,98.06229902299094
6,3.3333333333333357,96.5980326173735,98.40907258493615,98.73874536011245
7,10.555555555555557,103.77626293922995,105.53823210076942,103.91725649677645
8,17.77777777777778,98.8123302669685,104.22195899138536,100.02809473034267
9,25.0,94.95707038674074,98.81805041233915,98.50067757330653
