,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-25.0,-6.711335978849791,17.726882489366073,14.079470623458016
1,-19.444444444444443,-6.711335978849791,15.128132772271432,11.29745458919592
2,-13.88888888888889,-6.711335978849791,12.335889406883675,8.642999637170231
3,-8.333333333333336,-6.711335978849791,9.56382959059816,5.989129655763042
4,-2.7777777777777786,-6.711335978849791,6.784347486739266,3.0974896252686217
5,2.7777777777777786,-6.711335978849791,3.8907331235584537,0.4585264974909842
6,8.333333333333329,-6.711335978849791,1.1856212442872487,-1.6794753725210079
7,13.888888888888886,-6.711335978849791,-1.2869222910344467,-3.658081906445983
8,19.444444444444443,-6.711335978849791,-3.6541652111669967,-5.254565085925519
9,25.0,-6.711335978849791,-5.297239227840823,-6.123075077256041
