,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-4.453907189699931,-1.4885751524556323,-2.863244698871477,-4.602744150273667,-8.96700429013823,5.493717627369938,1.7146176143028629,-1.7527230662454465,-1.7527230662454465
1,-1.5555555555555556,-4.453907189699931,-1.9842698299544974,-3.058277194981904,-4.602744150273667,-11.704650575540567,4.85018219886377,1.177937295433777,-1.7527230662454465,-1.7527230662454465
2,-0.11111111111111116,-4.453907189699931,-2.4014748990082073,-3.258162447468364,-4.602744150273667,-17.59684087115393,4.21908371298972,0.6650827922817276,-1.7527230662454465,-1.7527230662454465
3,1.333333333333333,-4.453907189699931,-2.78448815520076,-3.4488203166628875,-4.602744150273667,,3.602066077010374,0.17777355357650637,-1.7527230662454465,-1.7527230662454465
4,2.7777777777777777,-4.453907189699931,-3.113966287209475,-3.6145049664532376,-4.602744150273667,,3.000887239244509,-0.2824665886558828,-1.7527230662454465,-1.7527230662454465
5,4.222222222222222,-4.453907189699931,-3.4136604828197816,-3.7719742439308614,-4.602744150273667,,2.417394959528028,-0.7143773889212457,-1.7527230662454465,-1.7527230662454465
6,5.666666666666666,-4.453907189699931,-3.636388659447825,-3.911200988440103,-4.602744150273667,,1.853492224417887,-1.1170231178883625,-1.7527230662454465,-1.7527230662454465
7,7.111111111111111,-4.453907189699931,-3.816668405116015,-4.012648634625033,-4.602744150273667,,1.3110918898110802,-1.4898405595634006,-1.7527230662454465,-1.7527230662454465
8,8.555555555555555,-4.453907189699931,-3.9824357278127707,-4.1144863287493365,-4.602744150273667,,0.7920611590756779,-1.8326690319017216,-1.7527230662454465,-1.7527230662454465
9,10.0,-4.453907189699931,-4.0982106202968485,-4.18473397207069,-4.602744150273667,,0.2981578139143173,-2.1457591072065014,-1.7527230662454465,-1.7527230662454465
