,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust","GradBoost, Robust (No noise)"
0,18,-1.1459575086764608,0.1727934424458788,-0.9461565002310173,-1.1700296039481772
