,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust","GradBoost, Robust (No noise)"
0,18,-4.27375225522674,-0.9744640567601921,-2.4068271746609486,-3.0259322131026383
