,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-2.120401731542202,5.56419189293857,2.1346348687767853,-2.5739981603810773,17.566989866953172,6.812130885211958,-0.690091291556877,-0.6889842898230889
1,-19.444444444444443,-2.120401731542202,2.923277060993076,0.022823421722250707,,14.817055718470552,4.354606402547526,-0.690091291556877,-0.6889842898230889
2,-13.88888888888889,-2.120401731542202,0.624443167003063,-1.0173835271347227,,12.094838843904993,2.158135849510353,-0.690091291556877,-0.6889842898230889
3,-8.333333333333336,-2.120401731542202,-0.9754742407814012,-1.4022824250660157,,9.414201092607756,0.25434078245205805,-0.690091291556877,-0.6889842898230889
4,-2.7777777777777786,-2.120401731542202,-1.6862702801358973,-1.7529160818427036,,6.826713763450659,-1.1590207836824964,-0.690091291556877,-0.6889842898230889
5,2.7777777777777786,-2.120401731542202,-1.993802655434187,-2.0131898136959854,,4.382601390886167,-2.1694752022393415,-0.690091291556877,-0.6889842898230889
6,8.333333333333329,-2.120401731542202,-2.0700424029539595,-2.0689199199373025,,2.1625345587390017,-2.8535385962889652,-0.690091291556877,-0.6889842898230889
7,13.888888888888886,-2.120401731542202,-2.079198527851662,-2.07683476653843,,0.2854241022841899,-3.2471571417520435,-0.690091291556877,-0.6889842898230889
8,19.444444444444443,-2.120401731542202,-2.1481822645967066,-2.1470205666470212,,-1.190318008863167,-3.4999482663072854,-0.690091291556877,-0.6889842898230889
9,25.0,-2.120401731542202,-2.1143034453027583,-2.113289879621115,,-2.189926287480468,-3.579862025396144,-0.690091291556877,-0.6889842898230889
