,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-25.0,-5.397252692494348,5.5381879872235364,1.96880392498514,0.0394654650583499,17.549869654668917,6.620885444048682,-1.7527230662454474,-1.7527230662454465
1,-19.444444444444443,-5.397252692494348,2.801078402786788,-0.550087906808874,-5.326031714679824,14.786619857602037,4.019699560038392,-1.7527230662454474,-1.7527230662454465
2,-13.88888888888889,-5.397252692494348,0.22953748123635798,-2.546197169552265,,12.036170380210216,1.5572830191982725,-1.7527230662454474,-1.7527230662454465
3,-8.333333333333336,-5.397252692494348,-2.067842642926371,-3.196434143676465,,9.312364365344603,-0.6528637775218684,-1.7527230662454474,-1.7527230662454465
4,-2.7777777777777786,-5.397252692494348,-3.716761914481019,-4.0142182620970885,,6.633512407754571,-2.536671116723481,-1.7527230662454474,-1.7527230662454465
5,2.7777777777777786,-5.397252692494348,-4.772127267889532,-4.827422483567027,,4.04133460301821,-3.976881097861893,-1.7527230662454474,-1.7527230662454465
6,8.333333333333329,-5.397252692494348,-5.281838626869102,-5.2789038954170575,,1.577412365660259,-5.067187124731388,-1.7527230662454474,-1.7527230662454465
7,13.888888888888886,-5.397252692494348,-5.322295934500674,-5.3240341588761355,,-0.6428825448733567,-5.7163597452079955,-1.7527230662454474,-1.7527230662454465
8,19.444444444444443,-5.397252692494348,-5.458431277585283,-5.461515487138846,,-2.5468991021341925,-6.147030400054092,-1.7527230662454474,-1.7527230662454465
9,25.0,-5.397252692494348,-5.442164314218263,-5.4416137419786015,,-4.0018504836728646,-6.334277051581978,-1.7527230662454474,-1.7527230662454465
