,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,-11.515995888986017,9.147428498802912,8.687918734226308
1,-24.444444444444443,-11.515995888986017,6.342041699797074,6.141329691617146
2,-18.88888888888889,-11.515995888986017,3.57862705418695,3.46591816836007
3,-13.333333333333336,-11.515995888986017,0.8044034115973202,0.7399512925988051
4,-7.777777777777779,-11.515995888986017,-1.9539490195115274,-1.985936154358901
5,-2.2222222222222214,-11.515995888986017,-4.653176283649276,-4.627374230624362
6,3.3333333333333286,-11.515995888986017,-7.200220369606415,-7.217469768029222
7,8.888888888888886,-11.515995888986017,-9.334520594095876,-9.312321385508248
8,14.444444444444443,-11.515995888986017,-10.600891785070093,-10.595918017097159
9,20.0,-11.515995888986017,-11.30771009132648,-11.29568074014357
