,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-30.0,16.761165914539188,32.87178963528454,21.772800958732542
1,-24.444444444444443,16.761165914539188,30.116252987734534,21.71441304967276
2,-18.88888888888889,16.761165914539188,27.33925865797145,21.552922829705096
3,-13.333333333333336,16.761165914539188,24.611883373958236,21.188821308999835
4,-7.777777777777779,16.761165914539188,21.963627048156194,20.415822713515634
5,-2.2222222222222214,16.761165914539188,19.64297724034161,19.172842833071563
6,3.3333333333333286,16.761165914539188,17.932837344485442,17.892134541272824
7,8.888888888888886,16.761165914539188,17.20077027461337,17.158789185266727
8,14.444444444444443,16.761165914539188,16.811534995719608,16.82575122444147
9,20.0,16.761165914539188,16.77661908954789,16.81009799249858
