,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-2.679204605756583,8.040861883522956,2.935910742003104
1,-19.444444444444443,-2.679204605756583,5.589416031206698,0.6054005880785323
2,-13.88888888888889,-2.679204605756583,3.007751167318544,-1.1182320760789426
3,-8.333333333333336,-2.679204605756583,0.6936796861103979,-2.1278887435693377
4,-2.7777777777777786,-2.679204605756583,-1.3230309392900321,-2.5124964732569444
5,2.7777777777777786,-2.679204605756583,-2.189840531085981,-2.562022317641758
6,8.333333333333329,-2.679204605756583,-2.4847641785024916,-2.6286492663799086
7,13.888888888888886,-2.679204605756583,-2.531478631920004,-2.6156605725236948
8,19.444444444444443,-2.679204605756583,-2.5935212904495364,-2.5757556809409983
9,25.0,-2.679204605756583,-2.589540537809051,-2.6794197280909273
