,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-15.916081812798488,8.0633254718872,1.8721804430160758
1,-19.444444444444443,-15.916081812798488,5.258357701179081,-0.9154841167507378
2,-13.88888888888889,-15.916081812798488,3.1605861530225643,-3.684692924729846
3,-8.333333333333336,-15.916081812798488,-0.31072568650783855,-6.4600457264936875
4,-2.7777777777777786,-15.916081812798488,-2.796567841736033,-9.15429290873984
5,2.7777777777777786,-15.916081812798488,-4.752328007119489,-11.65283138325428
6,8.333333333333329,-15.916081812798488,-7.950089796517675,-13.768269537654538
7,13.888888888888886,-15.916081812798488,-10.313913659659724,-15.066705870193273
8,19.444444444444443,-15.916081812798488,-12.931542698191343,-15.513077867133415
9,25.0,-15.916081812798488,-14.58504891515794,-15.924048949680682
