,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-25.0,-12.372248947323175,12.765963737524418,1.6565969055180163
1,-19.444444444444443,-12.372248947323175,9.970842415669486,-1.0111599003797753
2,-13.88888888888889,-12.372248947323175,7.189524661622001,-3.503992202764361
3,-8.333333333333336,-12.372248947323175,4.435401083801562,-5.657199379913717
4,-2.7777777777777786,-12.372248947323175,1.6480523998923877,-7.212343845949848
5,2.7777777777777786,-12.372248947323175,-1.126853975266553,-7.961425924966684
6,8.333333333333329,-12.372248947323175,-3.8867909464701307,-8.955979324654024
7,13.888888888888886,-12.372248947323175,-6.53439416364159,-10.349746083663092
8,19.444444444444443,-12.372248947323175,-8.956861833764945,-11.463740630450213
9,25.0,-12.372248947323175,-10.741720153717276,-11.992438520915593
