,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-3.0,-1.5291015699240742,1.8295968413439518,-0.8152737717111227
1,-1.5555555555555556,-1.5291015699240742,1.3595313256586417,-0.8724862233513824
2,-0.11111111111111116,-1.5291015699240742,0.9019570580146594,-0.9754178689532373
3,1.333333333333333,-1.5291015699240742,0.5030626920605183,-1.0128411953790664
4,2.7777777777777777,-1.5291015699240742,0.15401074109233454,-1.0528768936297914
5,4.222222222222222,-1.5291015699240742,-0.1452209624740688,-1.1383150335493926
6,5.666666666666666,-1.5291015699240742,-0.448867111742023,-1.1569776318800906
7,7.111111111111111,-1.5291015699240742,-0.6615405148552531,-1.1713349565063946
8,8.555555555555555,-1.5291015699240742,-0.8584498164913023,-1.2511152112681
9,10.0,-1.5291015699240742,-1.0100044485791875,-1.2690028886141735
