,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-25.0,-5.860680529693237,13.349082439055453,11.617238942687981
1,-19.444444444444443,-5.860680529693237,10.49357271239687,8.840091674752756
2,-13.88888888888889,-5.860680529693237,7.736432746073331,6.109060967894461
3,-8.333333333333336,-5.860680529693237,4.9713251170633574,3.471393645281307
4,-2.7777777777777786,-5.860680529693237,2.327766690038378,1.0097629678669808
5,2.7777777777777786,-5.860680529693237,-0.40118394146949865,-1.108059696960813
6,8.333333333333329,-5.860680529693237,-2.747862491418609,-2.8472274376234035
7,13.888888888888886,-5.860680529693237,-4.400777126214392,-4.387076381789698
8,19.444444444444443,-5.860680529693237,-5.526309362479029,-5.290742246651943
9,25.0,-5.860680529693237,-5.765255304303759,-5.5668791491811636
